facility_name,facility_id,measure_name,number_of_discharges,excess_readmission_ratio,number_of_readmissions
YAVAPAI REGIONAL MEDICAL CENTER,30012,READM-30-CABG-HRRP,144.0,1.4935,33
YAVAPAI REGIONAL MEDICAL CENTER,30012,READM-30-COPD-HRRP,346.0,1.0193,62
YAVAPAI REGIONAL MEDICAL CENTER,30012,READM-30-AMI-HRRP,417.0,1.0391,59
YAVAPAI REGIONAL MEDICAL CENTER,30012,READM-30-PN-HRRP,892.0,0.9454,120
YAVAPAI REGIONAL MEDICAL CENTER,30012,READM-30-HF-HRRP,442.0,0.9124,76
YAVAPAI REGIONAL MEDICAL CENTER,30012,READM-30-HIP-KNEE-HRRP,609.0,0.9784,22
YUMA REGIONAL MEDICAL CENTER,30013,READM-30-COPD-HRRP,595.0,0.9739,102
YUMA REGIONAL MEDICAL CENTER,30013,READM-30-HF-HRRP,797.0,0.9256,151
YUMA REGIONAL MEDICAL CENTER,30013,READM-30-PN-HRRP,1143.0,0.9861,178
YUMA REGIONAL MEDICAL CENTER,30013,READM-30-HIP-KNEE-HRRP,720.0,0.7807,21
YUMA REGIONAL MEDICAL CENTER,30013,READM-30-CABG-HRRP,138.0,1.0299,19
YUMA REGIONAL MEDICAL CENTER,30013,READM-30-AMI-HRRP,553.0,0.8626,67
JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL,30014,READM-30-AMI-HRRP,152.0,1.0051,22
JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL,30014,READM-30-COPD-HRRP,221.0,0.9746,40
JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL,30014,READM-30-HF-HRRP,311.0,0.9908,65
JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL,30014,READM-30-PN-HRRP,546.0,1.0337,90
BANNER CASA GRANDE MEDICAL CENTER,30016,READM-30-COPD-HRRP,166.0,1.0521,37
BANNER CASA GRANDE MEDICAL CENTER,30016,READM-30-AMI-HRRP,142.0,1.0288,23
BANNER CASA GRANDE MEDICAL CENTER,30016,READM-30-HF-HRRP,235.0,0.9596,46
BANNER CASA GRANDE MEDICAL CENTER,30016,READM-30-PN-HRRP,428.0,1.0725,81
FLAGSTAFF MEDICAL CENTER,30023,READM-30-COPD-HRRP,133.0,0.9315,16
FLAGSTAFF MEDICAL CENTER,30023,READM-30-PN-HRRP,432.0,0.8615,45
FLAGSTAFF MEDICAL CENTER,30023,READM-30-HF-HRRP,301.0,0.8604,45
FLAGSTAFF MEDICAL CENTER,30023,READM-30-HIP-KNEE-HRRP,729.0,1.0235,30
FLAGSTAFF MEDICAL CENTER,30023,READM-30-AMI-HRRP,211.0,0.9218,23
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,30024,READM-30-AMI-HRRP,127.0,1.0938,27
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,30024,READM-30-COPD-HRRP,177.0,0.9765,32
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,30024,READM-30-HF-HRRP,218.0,1.0443,54
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,30024,READM-30-PN-HRRP,426.0,1.0002,71
ABRAZO CENTRAL CAMPUS,30030,READM-30-COPD-HRRP,79.0,1.008,16
ABRAZO CENTRAL CAMPUS,30030,READM-30-HF-HRRP,79.0,0.9865,17
ABRAZO CENTRAL CAMPUS,30030,READM-30-PN-HRRP,137.0,0.9541,18
CHANDLER REGIONAL MEDICAL CENTER,30036,READM-30-CABG-HRRP,167.0,1.0153,21
CHANDLER REGIONAL MEDICAL CENTER,30036,READM-30-COPD-HRRP,486.0,1.0403,99
CHANDLER REGIONAL MEDICAL CENTER,30036,READM-30-AMI-HRRP,396.0,1.0439,66
CHANDLER REGIONAL MEDICAL CENTER,30036,READM-30-PN-HRRP,1133.0,0.9359,173
CHANDLER REGIONAL MEDICAL CENTER,30036,READM-30-HF-HRRP,622.0,0.9153,118
CHANDLER REGIONAL MEDICAL CENTER,30036,READM-30-HIP-KNEE-HRRP,274.0,1.073,13
ST LUKE'S MEDICAL CENTER,30037,READM-30-HIP-KNEE-HRRP,958.0,0.8463,24
SCOTTSDALE OSBORN MEDICAL CENTER,30038,READM-30-AMI-HRRP,156.0,1.0121,23
SCOTTSDALE OSBORN MEDICAL CENTER,30038,READM-30-COPD-HRRP,270.0,1.0052,49
SCOTTSDALE OSBORN MEDICAL CENTER,30038,READM-30-HF-HRRP,371.0,0.9897,73
SCOTTSDALE OSBORN MEDICAL CENTER,30038,READM-30-HIP-KNEE-HRRP,490.0,0.9162,16
SCOTTSDALE OSBORN MEDICAL CENTER,30038,READM-30-PN-HRRP,583.0,0.9403,83
CANYON VISTA MEDICAL CENTER,30043,READM-30-COPD-HRRP,220.0,0.9204,30
CANYON VISTA MEDICAL CENTER,30043,READM-30-AMI-HRRP,159.0,0.9897,22
CANYON VISTA MEDICAL CENTER,30043,READM-30-HF-HRRP,221.0,1.061,52
CANYON VISTA MEDICAL CENTER,30043,READM-30-HIP-KNEE-HRRP,275.0,1.2143,17
CANYON VISTA MEDICAL CENTER,30043,READM-30-PN-HRRP,323.0,0.909,37
KINGMAN REGIONAL MEDICAL CENTER,30055,READM-30-HF-HRRP,432.0,0.9457,86
KINGMAN REGIONAL MEDICAL CENTER,30055,READM-30-PN-HRRP,548.0,1.0805,105
KINGMAN REGIONAL MEDICAL CENTER,30055,READM-30-AMI-HRRP,217.0,0.9688,30
KINGMAN REGIONAL MEDICAL CENTER,30055,READM-30-COPD-HRRP,318.0,1.0156,61
KINGMAN REGIONAL MEDICAL CENTER,30055,READM-30-CABG-HRRP,73.0,1.0953,13
KINGMAN REGIONAL MEDICAL CENTER,30055,READM-30-HIP-KNEE-HRRP,135.0,1.274,12
BANNER BOSWELL MEDICAL CENTER,30061,READM-30-COPD-HRRP,433.0,0.9499,74
BANNER BOSWELL MEDICAL CENTER,30061,READM-30-CABG-HRRP,210.0,1.0443,30
BANNER BOSWELL MEDICAL CENTER,30061,READM-30-PN-HRRP,1103.0,0.9194,167
BANNER BOSWELL MEDICAL CENTER,30061,READM-30-HF-HRRP,758.0,0.9132,146
BANNER BOSWELL MEDICAL CENTER,30061,READM-30-HIP-KNEE-HRRP,575.0,0.8684,21
BANNER BOSWELL MEDICAL CENTER,30061,READM-30-AMI-HRRP,386.0,0.9045,47
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,30062,READM-30-AMI-HRRP,87.0,0.9865,11
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,30062,READM-30-COPD-HRRP,196.0,0.8899,17
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,30062,READM-30-HF-HRRP,152.0,0.8673,16
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,30062,READM-30-HIP-KNEE-HRRP,306.0,0.9638,11
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,30062,READM-30-PN-HRRP,247.0,0.91,26
BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,30064,READM-30-COPD-HRRP,119.0,0.9801,23
BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,30064,READM-30-AMI-HRRP,191.0,0.9526,26
BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,30064,READM-30-PN-HRRP,402.0,0.9813,69
BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,30064,READM-30-HF-HRRP,333.0,0.9409,68
BANNER DESERT MEDICAL CENTER,30065,READM-30-COPD-HRRP,412.0,1.0198,80
BANNER DESERT MEDICAL CENTER,30065,READM-30-AMI-HRRP,237.0,0.9948,35
BANNER DESERT MEDICAL CENTER,30065,READM-30-PN-HRRP,770.0,0.9721,124
BANNER DESERT MEDICAL CENTER,30065,READM-30-HF-HRRP,436.0,0.8868,73
HAVASU REGIONAL MEDICAL CENTER,30069,READM-30-AMI-HRRP,349.0,1.05,54
HAVASU REGIONAL MEDICAL CENTER,30069,READM-30-CABG-HRRP,127.0,1.317,28
HAVASU REGIONAL MEDICAL CENTER,30069,READM-30-COPD-HRRP,331.0,0.9271,47
HAVASU REGIONAL MEDICAL CENTER,30069,READM-30-HF-HRRP,440.0,0.9881,90
HAVASU REGIONAL MEDICAL CENTER,30069,READM-30-HIP-KNEE-HRRP,462.0,1.0416,21
HAVASU REGIONAL MEDICAL CENTER,30069,READM-30-PN-HRRP,410.0,1.0709,74
FORT DEFIANCE INDIAN HOSPITAL,30071,READM-30-HF-HRRP,60.0,1.0051,13
FORT DEFIANCE INDIAN HOSPITAL,30071,READM-30-PN-HRRP,189.0,0.9692,22
TUBA CITY REGIONAL HEALTH CARE CORPORATION,30073,READM-30-PN-HRRP,202.0,0.9724,25
ABRAZO SCOTTSDALE CAMPUS,30083,READM-30-COPD-HRRP,98.0,0.9761,16
ABRAZO SCOTTSDALE CAMPUS,30083,READM-30-PN-HRRP,186.0,0.9372,23
ABRAZO SCOTTSDALE CAMPUS,30083,READM-30-HF-HRRP,109.0,0.9709,19
ABRAZO SCOTTSDALE CAMPUS,30083,READM-30-HIP-KNEE-HRRP,231.0,1.1359,11
CHINLE COMPREHENSIVE HEALTH CARE FACILITY,30084,READM-30-PN-HRRP,115.0,1.0239,16
NORTHWEST MEDICAL CENTER,30085,READM-30-AMI-HRRP,215.0,1.0545,34
NORTHWEST MEDICAL CENTER,30085,READM-30-CABG-HRRP,93.0,1.1255,15
NORTHWEST MEDICAL CENTER,30085,READM-30-COPD-HRRP,346.0,1.0592,70
NORTHWEST MEDICAL CENTER,30085,READM-30-HF-HRRP,355.0,0.9149,59
NORTHWEST MEDICAL CENTER,30085,READM-30-HIP-KNEE-HRRP,858.0,1.0712,35
NORTHWEST MEDICAL CENTER,30085,READM-30-PN-HRRP,506.0,1.0015,76
HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,30087,READM-30-COPD-HRRP,333.0,1.0042,60
HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,30087,READM-30-CABG-HRRP,113.0,1.079,15
HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,30087,READM-30-AMI-HRRP,278.0,0.9882,38
HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,30087,READM-30-HF-HRRP,764.0,1.0545,169
HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,30087,READM-30-PN-HRRP,1028.0,1.0431,170
HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,30087,READM-30-HIP-KNEE-HRRP,1197.0,0.9809,41
BANNER BAYWOOD MEDICAL CENTER,30088,READM-30-HF-HRRP,537.0,0.9234,104
BANNER BAYWOOD MEDICAL CENTER,30088,READM-30-PN-HRRP,1177.0,0.9337,175
BANNER BAYWOOD MEDICAL CENTER,30088,READM-30-COPD-HRRP,552.0,0.8755,76
BANNER BAYWOOD MEDICAL CENTER,30088,READM-30-HIP-KNEE-HRRP,531.0,0.7636,11
BANNER THUNDERBIRD MEDICAL CENTER,30089,READM-30-COPD-HRRP,242.0,0.9988,48
BANNER THUNDERBIRD MEDICAL CENTER,30089,READM-30-PN-HRRP,695.0,0.9877,123
BANNER THUNDERBIRD MEDICAL CENTER,30089,READM-30-HF-HRRP,445.0,0.8978,86
BANNER THUNDERBIRD MEDICAL CENTER,30089,READM-30-AMI-HRRP,231.0,0.942,31
HONORHEALTH DEER VALLEY MEDICAL CENTER,30092,READM-30-AMI-HRRP,158.0,0.9157,15
HONORHEALTH DEER VALLEY MEDICAL CENTER,30092,READM-30-COPD-HRRP,260.0,0.97,43
HONORHEALTH DEER VALLEY MEDICAL CENTER,30092,READM-30-HF-HRRP,282.0,0.9768,57
HONORHEALTH DEER VALLEY MEDICAL CENTER,30092,READM-30-HIP-KNEE-HRRP,420.0,0.9689,14
HONORHEALTH DEER VALLEY MEDICAL CENTER,30092,READM-30-PN-HRRP,571.0,1.0487,99
BANNER DEL E. WEBB MEDICAL CENTER,30093,READM-30-COPD-HRRP,548.0,0.9953,98
BANNER DEL E. WEBB MEDICAL CENTER,30093,READM-30-AMI-HRRP,368.0,0.9294,44
BANNER DEL E. WEBB MEDICAL CENTER,30093,READM-30-PN-HRRP,1241.0,0.8837,166
BANNER DEL E. WEBB MEDICAL CENTER,30093,READM-30-HF-HRRP,660.0,1.0409,149
BANNER DEL E. WEBB MEDICAL CENTER,30093,READM-30-HIP-KNEE-HRRP,734.0,0.857,23
ARROWHEAD HOSPITAL,30094,READM-30-AMI-HRRP,309.0,1.025,48
ARROWHEAD HOSPITAL,30094,READM-30-CABG-HRRP,150.0,1.0771,21
ARROWHEAD HOSPITAL,30094,READM-30-COPD-HRRP,249.0,1.0373,51
ARROWHEAD HOSPITAL,30094,READM-30-HF-HRRP,461.0,0.9059,83
ARROWHEAD HOSPITAL,30094,READM-30-HIP-KNEE-HRRP,423.0,0.9679,16
ARROWHEAD HOSPITAL,30094,READM-30-PN-HRRP,400.0,0.9678,57
WESTERN ARIZONA REGIONAL MEDICAL CENTER,30101,READM-30-COPD-HRRP,330.0,0.9609,58
WESTERN ARIZONA REGIONAL MEDICAL CENTER,30101,READM-30-HF-HRRP,360.0,1.0295,86
WESTERN ARIZONA REGIONAL MEDICAL CENTER,30101,READM-30-PN-HRRP,253.0,0.9686,39
WESTERN ARIZONA REGIONAL MEDICAL CENTER,30101,READM-30-AMI-HRRP,180.0,1.0553,30
MAYO CLINIC HOSPITAL,30103,READM-30-AMI-HRRP,256.0,0.9562,36
MAYO CLINIC HOSPITAL,30103,READM-30-COPD-HRRP,210.0,0.9207,32
MAYO CLINIC HOSPITAL,30103,READM-30-HF-HRRP,906.0,0.9963,201
MAYO CLINIC HOSPITAL,30103,READM-30-HIP-KNEE-HRRP,1229.0,0.8973,41
MAYO CLINIC HOSPITAL,30103,READM-30-PN-HRRP,1079.0,1.0562,204
BANNER HEART HOSPITAL,30105,READM-30-CABG-HRRP,291.0,0.9932,34
BANNER HEART HOSPITAL,30105,READM-30-AMI-HRRP,725.0,0.9605,95
BANNER HEART HOSPITAL,30105,READM-30-HF-HRRP,567.0,0.8442,89
ARIZONA SPINE AND JOINT HOSPITAL,30107,READM-30-HIP-KNEE-HRRP,964.0,0.7556,19
"CORE INSTITUTE SPECIALTY HOSPITAL, THE",30108,READM-30-HIP-KNEE-HRRP,963.0,0.8231,24
ABRAZO WEST CAMPUS,30110,READM-30-AMI-HRRP,177.0,0.9467,20
ABRAZO WEST CAMPUS,30110,READM-30-COPD-HRRP,236.0,1.0172,46
ABRAZO WEST CAMPUS,30110,READM-30-HF-HRRP,220.0,0.926,39
ABRAZO WEST CAMPUS,30110,READM-30-PN-HRRP,340.0,1.0841,63
BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,30111,READM-30-AMI-HRRP,108.0,1.0049,17
BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,30111,READM-30-COPD-HRRP,48.0,1.0327,13
BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,30111,READM-30-PN-HRRP,156.0,0.9472,20
BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,30111,READM-30-HF-HRRP,83.0,0.9753,16
ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL,30112,READM-30-HIP-KNEE-HRRP,662.0,1.0447,25
ORO VALLEY HOSPITAL,30114,READM-30-COPD-HRRP,226.0,1.07,45
ORO VALLEY HOSPITAL,30114,READM-30-HF-HRRP,369.0,1.0483,77
ORO VALLEY HOSPITAL,30114,READM-30-HIP-KNEE-HRRP,930.0,1.0904,38
ORO VALLEY HOSPITAL,30114,READM-30-PN-HRRP,393.0,1.0158,56
BANNER ESTRELLA MEDICAL CENTER,30115,READM-30-AMI-HRRP,139.0,0.935,17
BANNER ESTRELLA MEDICAL CENTER,30115,READM-30-COPD-HRRP,163.0,0.9955,34
BANNER ESTRELLA MEDICAL CENTER,30115,READM-30-HF-HRRP,312.0,0.9345,61
BANNER ESTRELLA MEDICAL CENTER,30115,READM-30-PN-HRRP,406.0,0.9656,66
VALLEY VIEW MEDICAL CENTER,30117,READM-30-HF-HRRP,138.0,1.0706,36
VALLEY VIEW MEDICAL CENTER,30117,READM-30-PN-HRRP,166.0,1.0073,28
VALLEY VIEW MEDICAL CENTER,30117,READM-30-COPD-HRRP,141.0,0.9892,25
MERCY GILBERT MEDICAL CENTER,30119,READM-30-AMI-HRRP,194.0,1.028,33
MERCY GILBERT MEDICAL CENTER,30119,READM-30-COPD-HRRP,284.0,1.025,61
MERCY GILBERT MEDICAL CENTER,30119,READM-30-HF-HRRP,413.0,0.9913,90
MERCY GILBERT MEDICAL CENTER,30119,READM-30-HIP-KNEE-HRRP,367.0,1.0344,17
MERCY GILBERT MEDICAL CENTER,30119,READM-30-PN-HRRP,756.0,0.8882,103
"MOUNTAIN VISTA MEDICAL CENTER, LP",30121,READM-30-AMI-HRRP,236.0,0.8892,24
"MOUNTAIN VISTA MEDICAL CENTER, LP",30121,READM-30-HF-HRRP,198.0,1.0013,42
"MOUNTAIN VISTA MEDICAL CENTER, LP",30121,READM-30-COPD-HRRP,116.0,0.934,13
"MOUNTAIN VISTA MEDICAL CENTER, LP",30121,READM-30-HIP-KNEE-HRRP,262.0,1.028,11
"MOUNTAIN VISTA MEDICAL CENTER, LP",30121,READM-30-CABG-HRRP,57.0,1.1068,11
"MOUNTAIN VISTA MEDICAL CENTER, LP",30121,READM-30-PN-HRRP,297.0,1.009,47
BANNER GATEWAY MEDICAL CENTER,30122,READM-30-COPD-HRRP,119.0,0.9805,20
BANNER GATEWAY MEDICAL CENTER,30122,READM-30-HF-HRRP,134.0,0.888,17
BANNER GATEWAY MEDICAL CENTER,30122,READM-30-PN-HRRP,485.0,0.9929,79
SCOTTSDALE THOMPSON PEAK MEDICAL CENTER,30123,READM-30-AMI-HRRP,135.0,0.9235,11
SCOTTSDALE THOMPSON PEAK MEDICAL CENTER,30123,READM-30-COPD-HRRP,175.0,1.0546,37
SCOTTSDALE THOMPSON PEAK MEDICAL CENTER,30123,READM-30-HF-HRRP,296.0,0.9431,51
SCOTTSDALE THOMPSON PEAK MEDICAL CENTER,30123,READM-30-HIP-KNEE-HRRP,1303.0,0.9791,45
SCOTTSDALE THOMPSON PEAK MEDICAL CENTER,30123,READM-30-PN-HRRP,459.0,1.0294,69
BANNER IRONWOOD MEDICAL CENTER,30130,READM-30-PN-HRRP,162.0,0.9782,22
BANNER IRONWOOD MEDICAL CENTER,30130,READM-30-COPD-HRRP,76.0,0.9923,11
O.A.S.I.S. HOSPITAL,30131,READM-30-HIP-KNEE-HRRP,2927.0,0.8064,77
SANTA CRUZ VALLEY REGIONAL HOSPITAL,30137,READM-30-COPD-HRRP,89.0,0.982,13
SANTA CRUZ VALLEY REGIONAL HOSPITAL,30137,READM-30-HF-HRRP,95.0,1.0405,21
SANTA CRUZ VALLEY REGIONAL HOSPITAL,30137,READM-30-PN-HRRP,188.0,0.9758,23
SILOAM SPRINGS REGIONAL HOSPITAL,40001,READM-30-PN-HRRP,108.0,0.9839,14
JOHNSON REGIONAL MEDICAL CENTER,40002,READM-30-PN-HRRP,149.0,1.1251,30
JOHNSON REGIONAL MEDICAL CENTER,40002,READM-30-COPD-HRRP,146.0,1.0615,31
JOHNSON REGIONAL MEDICAL CENTER,40002,READM-30-HF-HRRP,55.0,1.005,11
WASHINGTON REGIONAL MEDICAL CENTER,40004,READM-30-AMI-HRRP,296.0,0.9328,36
WASHINGTON REGIONAL MEDICAL CENTER,40004,READM-30-HF-HRRP,756.0,0.8993,133
WASHINGTON REGIONAL MEDICAL CENTER,40004,READM-30-COPD-HRRP,318.0,0.9657,55
WASHINGTON REGIONAL MEDICAL CENTER,40004,READM-30-HIP-KNEE-HRRP,830.0,0.9596,28
WASHINGTON REGIONAL MEDICAL CENTER,40004,READM-30-CABG-HRRP,142.0,1.0179,18
WASHINGTON REGIONAL MEDICAL CENTER,40004,READM-30-PN-HRRP,647.0,0.8544,74
CHI-ST VINCENT INFIRMARY,40007,READM-30-AMI-HRRP,351.0,1.0484,56
CHI-ST VINCENT INFIRMARY,40007,READM-30-CABG-HRRP,379.0,0.9225,42
CHI-ST VINCENT INFIRMARY,40007,READM-30-COPD-HRRP,258.0,1.0488,54
CHI-ST VINCENT INFIRMARY,40007,READM-30-HF-HRRP,791.0,1.1119,199
CHI-ST VINCENT INFIRMARY,40007,READM-30-PN-HRRP,641.0,1.1313,120
MERCY HOSPITAL NORTHWEST ARKANSAS,40010,READM-30-AMI-HRRP,263.0,0.9206,33
MERCY HOSPITAL NORTHWEST ARKANSAS,40010,READM-30-CABG-HRRP,162.0,0.8697,13
MERCY HOSPITAL NORTHWEST ARKANSAS,40010,READM-30-COPD-HRRP,255.0,0.9728,44
MERCY HOSPITAL NORTHWEST ARKANSAS,40010,READM-30-HF-HRRP,480.0,0.8801,84
MERCY HOSPITAL NORTHWEST ARKANSAS,40010,READM-30-HIP-KNEE-HRRP,403.0,1.158,22
MERCY HOSPITAL NORTHWEST ARKANSAS,40010,READM-30-PN-HRRP,643.0,0.8444,77
CHAMBERS MEMORIAL HOSPITAL,40011,READM-30-COPD-HRRP,149.0,1.0778,37
CHAMBERS MEMORIAL HOSPITAL,40011,READM-30-HF-HRRP,158.0,1.0902,42
CHAMBERS MEMORIAL HOSPITAL,40011,READM-30-PN-HRRP,147.0,1.021,26
WHITE COUNTY MEDICAL CENTER,40014,READM-30-AMI-HRRP,194.0,0.9925,28
WHITE COUNTY MEDICAL CENTER,40014,READM-30-HF-HRRP,546.0,1.0133,118
WHITE COUNTY MEDICAL CENTER,40014,READM-30-COPD-HRRP,773.0,0.9445,134
WHITE COUNTY MEDICAL CENTER,40014,READM-30-PN-HRRP,1067.0,0.9177,150
MENA REGIONAL HEALTH SYSTEM,40015,READM-30-COPD-HRRP,134.0,1.0331,27
MENA REGIONAL HEALTH SYSTEM,40015,READM-30-HF-HRRP,89.0,0.9682,14
MENA REGIONAL HEALTH SYSTEM,40015,READM-30-PN-HRRP,121.0,0.9382,12
UAMS MEDICAL CENTER,40016,READM-30-AMI-HRRP,85.0,1.0028,14
UAMS MEDICAL CENTER,40016,READM-30-COPD-HRRP,156.0,0.9793,29
UAMS MEDICAL CENTER,40016,READM-30-HF-HRRP,261.0,1.0883,69
UAMS MEDICAL CENTER,40016,READM-30-HIP-KNEE-HRRP,591.0,1.0742,28
UAMS MEDICAL CENTER,40016,READM-30-PN-HRRP,574.0,1.0672,117
NORTH ARKANSAS REGIONAL MEDICAL CENTER,40017,READM-30-PN-HRRP,387.0,1.0334,61
NORTH ARKANSAS REGIONAL MEDICAL CENTER,40017,READM-30-COPD-HRRP,213.0,1.0043,39
NORTH ARKANSAS REGIONAL MEDICAL CENTER,40017,READM-30-HF-HRRP,149.0,1.0042,29
FORREST CITY MEDICAL CENTER,40019,READM-30-COPD-HRRP,83.0,0.9998,13
FORREST CITY MEDICAL CENTER,40019,READM-30-PN-HRRP,111.0,1.0373,18
ST BERNARDS MEDICAL CENTER,40020,READM-30-AMI-HRRP,316.0,1.0895,55
ST BERNARDS MEDICAL CENTER,40020,READM-30-CABG-HRRP,249.0,1.0874,35
ST BERNARDS MEDICAL CENTER,40020,READM-30-COPD-HRRP,679.0,1.1035,154
ST BERNARDS MEDICAL CENTER,40020,READM-30-HF-HRRP,548.0,1.0753,128
ST BERNARDS MEDICAL CENTER,40020,READM-30-HIP-KNEE-HRRP,351.0,0.9523,13
ST BERNARDS MEDICAL CENTER,40020,READM-30-PN-HRRP,961.0,1.1301,186
NORTHWEST MEDICAL CENTER-SPRINGDALE,40022,READM-30-AMI-HRRP,433.0,1.1185,84
NORTHWEST MEDICAL CENTER-SPRINGDALE,40022,READM-30-COPD-HRRP,317.0,0.942,51
NORTHWEST MEDICAL CENTER-SPRINGDALE,40022,READM-30-HF-HRRP,338.0,1.0324,74
NORTHWEST MEDICAL CENTER-SPRINGDALE,40022,READM-30-PN-HRRP,389.0,0.8897,48
ST VINCENT HOT SPRINGS,40026,READM-30-AMI-HRRP,291.0,0.9975,39
ST VINCENT HOT SPRINGS,40026,READM-30-HF-HRRP,873.0,0.9504,168
ST VINCENT HOT SPRINGS,40026,READM-30-COPD-HRRP,435.0,0.9649,71
ST VINCENT HOT SPRINGS,40026,READM-30-HIP-KNEE-HRRP,472.0,1.1807,26
ST VINCENT HOT SPRINGS,40026,READM-30-PN-HRRP,802.0,0.9896,123
BAXTER REGIONAL MEDICAL CENTER,40027,READM-30-AMI-HRRP,398.0,1.1315,69
BAXTER REGIONAL MEDICAL CENTER,40027,READM-30-CABG-HRRP,121.0,0.967,14
BAXTER REGIONAL MEDICAL CENTER,40027,READM-30-COPD-HRRP,562.0,1.0632,105
BAXTER REGIONAL MEDICAL CENTER,40027,READM-30-HF-HRRP,735.0,1.0215,150
BAXTER REGIONAL MEDICAL CENTER,40027,READM-30-HIP-KNEE-HRRP,678.0,1.0191,26
BAXTER REGIONAL MEDICAL CENTER,40027,READM-30-PN-HRRP,674.0,1.0009,97
CONWAY REGIONAL HEALTH SYSTEM,40029,READM-30-AMI-HRRP,189.0,1.048,30
CONWAY REGIONAL HEALTH SYSTEM,40029,READM-30-COPD-HRRP,300.0,0.9744,49
CONWAY REGIONAL HEALTH SYSTEM,40029,READM-30-HF-HRRP,266.0,1.0763,67
CONWAY REGIONAL HEALTH SYSTEM,40029,READM-30-HIP-KNEE-HRRP,379.0,1.1232,18
CONWAY REGIONAL HEALTH SYSTEM,40029,READM-30-PN-HRRP,740.0,0.9965,119
BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,40036,READM-30-AMI-HRRP,296.0,1.0236,43
BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,40036,READM-30-COPD-HRRP,412.0,1.0406,77
BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,40036,READM-30-HF-HRRP,572.0,1.079,135
BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,40036,READM-30-HIP-KNEE-HRRP,242.0,1.1187,14
BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,40036,READM-30-PN-HRRP,873.0,0.9462,128
ARKANSAS METHODIST MEDICAL CENTER,40039,READM-30-COPD-HRRP,217.0,1.1121,52
ARKANSAS METHODIST MEDICAL CENTER,40039,READM-30-HF-HRRP,204.0,1.1768,59
ARKANSAS METHODIST MEDICAL CENTER,40039,READM-30-PN-HRRP,289.0,1.084,53
ST MARYS REGIONAL MEDICAL CENTER,40041,READM-30-AMI-HRRP,129.0,0.9837,17
ST MARYS REGIONAL MEDICAL CENTER,40041,READM-30-COPD-HRRP,199.0,0.9715,36
ST MARYS REGIONAL MEDICAL CENTER,40041,READM-30-PN-HRRP,367.0,1.0525,69
ST MARYS REGIONAL MEDICAL CENTER,40041,READM-30-HF-HRRP,338.0,1.0173,76
FIVE RIVERS MEDICAL CENTER,40047,READM-30-COPD-HRRP,65.0,1.0201,13
FIVE RIVERS MEDICAL CENTER,40047,READM-30-HF-HRRP,51.0,1.0518,13
FIVE RIVERS MEDICAL CENTER,40047,READM-30-PN-HRRP,127.0,1.0754,22
OUACHITA COUNTY MEDICAL CENTER,40050,READM-30-COPD-HRRP,73.0,1.0365,14
OUACHITA COUNTY MEDICAL CENTER,40050,READM-30-PN-HRRP,185.0,0.9872,23
DREW MEMORIAL HOSPITAL,40051,READM-30-COPD-HRRP,199.0,0.9505,29
DREW MEMORIAL HOSPITAL,40051,READM-30-HF-HRRP,137.0,1.0403,33
DREW MEMORIAL HOSPITAL,40051,READM-30-PN-HRRP,321.0,1.0218,49
BAPTIST HEALTH - FORT SMITH,40055,READM-30-CABG-HRRP,130.0,1.1198,21
BAPTIST HEALTH - FORT SMITH,40055,READM-30-AMI-HRRP,593.0,1.0303,97
