"Fiscal Year","Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","MORT-30-AMI Achievement Threshold","MORT-30-AMI Benchmark","MORT-30-AMI Baseline Rate","MORT-30-AMI Performance Rate","MORT-30-AMI Achievement Points","MORT-30-AMI Improvement Points","MORT-30-AMI Measure Score","MORT-30-COPD Achievement Threshold","MORT-30-COPD Benchmark","MORT-30-COPD Baseline Rate","MORT-30-COPD Performance Rate","MORT-30-COPD Achievement Points","MORT-30-COPD Improvement Points","MORT-30-COPD Measure Score","MORT-30-HF Achievement Threshold","MORT-30-HF Benchmark","MORT-30-HF Baseline Rate","MORT-30-HF Performance Rate","MORT-30-HF Achievement Points","MORT-30-HF Improvement Points","MORT-30-HF Measure Score","MORT-30-PN Achievement Threshold","MORT-30-PN Benchmark","MORT-30-PN Baseline Rate","MORT-30-PN Performance Rate","MORT-30-PN Achievement Points","MORT-30-PN Improvement Points","MORT-30-PN Measure Score","COMP-HIP-KNEE Achievement Threshold","COMP-HIP-KNEE Benchmark","COMP-HIP-KNEE Baseline Rate","COMP-HIP-KNEE Performance Rate","COMP-HIP-KNEE Achievement Points","COMP-HIP-KNEE Improvement Points","COMP-HIP-KNEE Measure Score"
"2021","010118",VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,"1015 MEDICAL CENTER PARKWAY",SELMA,AL,"36701",Dallas,"0.860355","0.879714","0.855695","0.868339","4 out of 10","5 out of 9","5 out of 10","0.923253","0.938664","0.923303","0.901821","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.909187","0.886206","1 out of 10","0 out of 9","1 out of 10","0.836122","0.870506","0.834293","0.814543","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","010120",MONROE COUNTY HOSPITAL,"2016 SOUTH ALABAMA AVENUE",MONROEVILLE,AL,"36460",Monroe,"0.860355","0.879714",Not Available,Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.918200","0.906372","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.890764","0.882029","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.785116","0.834371","0 out of 10","5 out of 9","5 out of 10","0.031157","0.022418",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","010125",LAKELAND COMMUNITY HOSPITAL,"42024 HIGHWAY 195 E",HALEYVILLE,AL,"35565",Winston,"0.860355","0.879714",Not Available,Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.938840","0.920351","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.881024","0.896281","6 out of 10","6 out of 9","6 out of 10","0.836122","0.870506","0.872422","0.870072","9 out of 10","0 out of 9","9 out of 10","0.031157","0.022418",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","010129",NORTH BALDWIN INFIRMARY,"1815 HAND AVENUE",BAY MINETTE,AL,"36507",Baldwin,"0.860355","0.879714",Not Available,Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.905951","0.904527","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.879407","0.870695","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.810792","0.807608","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418",Not Available,"0.021873","10 out of 10",Not Available,"10 out of 10"
"2021","010130",ST VINCENT'S ST CLAIR,"7063 VETERANS PARKWAY",PELL CITY,AL,"35125",Saint Clair,"0.860355","0.879714",Not Available,Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.911691","0.915801","0 out of 10","1 out of 9","1 out of 10","0.883803","0.906144","0.882133","0.879252","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.858345","0.845795","3 out of 10","0 out of 9","3 out of 10","0.031157","0.022418",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","010131",CRESTWOOD MEDICAL CENTER,ONE HOSPITAL DR SE,HUNTSVILLE,AL,"35801",Madison,"0.860355","0.879714","0.865260","0.870499","5 out of 10","3 out of 9","5 out of 10","0.923253","0.938664","0.905586","0.897051","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.879108","0.883997","1 out of 10","1 out of 9","1 out of 10","0.836122","0.870506","0.785115","0.851761","5 out of 10","7 out of 9","7 out of 10","0.031157","0.022418","0.031986","0.031912","0 out of 10","0 out of 9","0 out of 10"
"2021","010139",BROOKWOOD BAPTIST MEDICAL CENTER,"2010 BROOKWOOD MEDICAL CENTER DRIVE",BIRMINGHAM,AL,"35209",Jefferson,"0.860355","0.879714","0.867501","0.876791","8 out of 10","7 out of 9","8 out of 10","0.923253","0.938664","0.929420","0.907212","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.886901","0.876095","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.824229","0.838653","1 out of 10","3 out of 9","3 out of 10","0.031157","0.022418","0.038155","0.021965","10 out of 10","9 out of 9","10 out of 10"
"2021","010144",SPRINGHILL MEMORIAL HOSPITAL,"3719 DAUPHIN STREET",MOBILE,AL,"36608",Mobile,"0.860355","0.879714","0.856652","0.864515","2 out of 10","3 out of 9","3 out of 10","0.923253","0.938664","0.929197","0.912170","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.889282","0.867357","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.828306","0.817707","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418","0.031191","0.024107","8 out of 10","8 out of 9","8 out of 10"
"2021","010148",EVERGREEN MEDICAL CENTER,"101 CRESTVIEW AVENUE",EVERGREEN,AL,"36401",Conecuh,"0.860355","0.879714",Not Available,Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.935418","0.935351","8 out of 10","0 out of 9","8 out of 10","0.883803","0.906144","0.882906","0.899827","7 out of 10","7 out of 9","7 out of 10","0.836122","0.870506","0.848024","0.870602","10 out of 10","9 out of 9","10 out of 10","0.031157","0.022418",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","010149",BAPTIST MEDICAL CENTER EAST,"400 TAYLOR ROAD",MONTGOMERY,AL,"36117",Montgomery,"0.860355","0.879714","0.866954","0.875457","8 out of 10","6 out of 9","8 out of 10","0.923253","0.938664","0.909294","0.910133","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.889310","0.881298","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.868122","0.850005","4 out of 10","0 out of 9","4 out of 10","0.031157","0.022418",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","010150",REGIONAL MEDICAL CENTER OF CENTRAL ALABAMA,"29 L V STABLER DRIVE",GREENVILLE,AL,"36037",Butler,"0.860355","0.879714",Not Available,Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.928857","0.905720","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.891540","0.863376","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.846772","0.821029","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418","0.029279",Not Available,Not Available,Not Available,Not Available
"2021","010157",SHOALS HOSPITAL,"201 WEST AVALON AVENUE",MUSCLE SHOALS,AL,"35661",Colbert,"0.860355","0.879714",Not Available,Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.915944","0.899109","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.873298","0.905944","9 out of 10","9 out of 9","9 out of 10","0.836122","0.870506","0.826402","0.837806","1 out of 10","2 out of 9","2 out of 10","0.031157","0.022418","0.026596",Not Available,Not Available,Not Available,Not Available
"2021","010158",RUSSELLVILLE HOSPITAL,"15155 HIGHWAY 43",RUSSELLVILLE,AL,"35653",Franklin,"0.860355","0.879714","0.857143",Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.922740","0.921915","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.889864","0.885042","1 out of 10","0 out of 9","1 out of 10","0.836122","0.870506","0.807990","0.823540","0 out of 10","2 out of 9","2 out of 10","0.031157","0.022418","0.039082","0.025643","6 out of 10","8 out of 9","8 out of 10"
"2021","010164",COOSA VALLEY MEDICAL CENTER,"315 W HICKORY ST",SYLACAUGA,AL,"35150",Talladega,"0.860355","0.879714","0.855617","0.872333","6 out of 10","6 out of 9","6 out of 10","0.923253","0.938664","0.923876","0.923400","1 out of 10","0 out of 9","1 out of 10","0.883803","0.906144","0.878227","0.896857","6 out of 10","6 out of 9","6 out of 10","0.836122","0.870506","0.817870","0.833024","0 out of 10","2 out of 9","2 out of 10","0.031157","0.022418","0.040512","0.024633","7 out of 10","8 out of 9","8 out of 10"
"2021","010168",JACK HUGHSTON MEMORIAL HOSPITAL,"4401 RIVER CHASE DRIVE",PHENIX CITY,AL,"36867",Russell,"0.860355","0.879714",Not Available,Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.919963","0.920497","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144",Not Available,"0.881654","0 out of 10",Not Available,"0 out of 10","0.836122","0.870506","0.834398",Not Available,Not Available,Not Available,Not Available,"0.031157","0.022418","0.033717","0.017864","10 out of 10","9 out of 9","10 out of 10"
"2021","010169",ATMORE COMMUNITY HOSPITAL,"401 MEDICAL PARK DRIVE",ATMORE,AL,"36502",Escambia,"0.860355","0.879714",Not Available,Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.922707","0.920436","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.894520","0.885102","1 out of 10","0 out of 9","1 out of 10","0.836122","0.870506","0.874127","0.854807","5 out of 10","0 out of 9","5 out of 10","0.031157","0.022418",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","010173",ST VINCENT'S CHILTON,"2030 LAY DAM ROAD",CLANTON,AL,"35045",Chilton,"0.860355","0.879714",Not Available,Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664",Not Available,"0.917298","0 out of 10",Not Available,"0 out of 10","0.883803","0.906144",Not Available,Not Available,Not Available,Not Available,Not Available,"0.836122","0.870506",Not Available,"0.858092","6 out of 10",Not Available,"6 out of 10","0.031157","0.022418",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","020001",PROVIDENCE ALASKA MEDICAL CENTER,"3200 PROVIDENCE DRIVE",ANCHORAGE,AK,"99508",Anchorage,"0.860355","0.879714","0.866391","0.880876","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.907037","0.911758","0 out of 10","1 out of 9","1 out of 10","0.883803","0.906144","0.865042","0.877404","0 out of 10","3 out of 9","3 out of 10","0.836122","0.870506","0.819246","0.839795","1 out of 10","4 out of 9","4 out of 10","0.031157","0.022418","0.032053","0.038549","0 out of 10","0 out of 9","0 out of 10"
"2021","020006",MAT-SU REGIONAL MEDICAL CENTER,"2500 SOUTH WOODWORTH LOOP",PALMER,AK,"99645",Matanuska-Susitna,"0.860355","0.879714","0.849166","0.867878","4 out of 10","6 out of 9","6 out of 10","0.923253","0.938664","0.907047","0.910852","0 out of 10","1 out of 9","1 out of 10","0.883803","0.906144","0.844219","0.882350","0 out of 10","6 out of 9","6 out of 10","0.836122","0.870506","0.835653","0.838622","1 out of 10","0 out of 9","1 out of 10","0.031157","0.022418","0.044605","0.023307","9 out of 10","9 out of 9","9 out of 10"
"2021","020008",BARTLETT REGIONAL HOSPITAL,"3260 HOSPITAL DR",JUNEAU,AK,"99801",Juneau,"0.860355","0.879714",Not Available,Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.921340","0.909974","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.862164","0.870989","0 out of 10","2 out of 9","2 out of 10","0.836122","0.870506","0.789678","0.858325","6 out of 10","8 out of 9","8 out of 10","0.031157","0.022418","0.038529","0.023061","9 out of 10","9 out of 9","9 out of 10"
"2021","020012",FAIRBANKS MEMORIAL HOSPITAL,"1650 COWLES STREET",FAIRBANKS,AK,"99701",Fairbanks North Star,"0.860355","0.879714","0.867539","0.882435","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.914449","0.898917","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.870805","0.876016","0 out of 10","1 out of 9","1 out of 10","0.836122","0.870506","0.803446","0.847420","3 out of 10","6 out of 9","6 out of 10","0.031157","0.022418","0.036013","0.019138","10 out of 10","9 out of 9","10 out of 10"
"2021","020017",ALASKA REGIONAL HOSPITAL,"2801 DEBARR ROAD",ANCHORAGE,AK,"99508",Anchorage,"0.860355","0.879714","0.870798","0.885451","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.912739","0.902298","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.884505","0.876839","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.793911","0.830391","0 out of 10","4 out of 9","4 out of 10","0.031157","0.022418","0.036589","0.023357","9 out of 10","9 out of 9","9 out of 10"
"2021","020018",YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,AK,"99559",Bethel,"0.860355","0.879714",Not Available,Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.934534","0.921347","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.895332","0.878560","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.864338","0.865807","8 out of 10","2 out of 9","8 out of 10","0.031157","0.022418",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","020024",CENTRAL PENINSULA GENERAL HOSPITAL,"250 HOSPITAL PLACE",SOLDOTNA,AK,"99669",Kenai Peninsula,"0.860355","0.879714",Not Available,Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664","0.912977","0.918451","0 out of 10","2 out of 9","2 out of 10","0.883803","0.906144","0.879741","0.871688","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.816511","0.846125","3 out of 10","5 out of 9","5 out of 10","0.031157","0.022418","0.040517","0.030782","1 out of 10","5 out of 9","5 out of 10"
"2021","020026",ALASKA NATIVE MEDICAL CENTER,"4315 DIPLOMACY DR",ANCHORAGE,AK,"99508",Anchorage,"0.860355","0.879714","0.864018","0.870004","5 out of 10","3 out of 9","5 out of 10","0.923253","0.938664","0.932188","0.931203","5 out of 10","0 out of 9","5 out of 10","0.883803","0.906144","0.863455","0.874023","0 out of 10","2 out of 9","2 out of 10","0.836122","0.870506","0.822474","0.843397","2 out of 10","4 out of 9","4 out of 10","0.031157","0.022418","0.029999","0.026681","5 out of 10","4 out of 9","5 out of 10"
"2021","030002",BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,"1111 EAST MCDOWELL ROAD",PHOENIX,AZ,"85006",Maricopa,"0.860355","0.879714","0.856063","0.875006","7 out of 10","8 out of 9","8 out of 10","0.923253","0.938664","0.925901","0.895550","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.885231","0.884600","1 out of 10","0 out of 9","1 out of 10","0.836122","0.870506","0.845963","0.853453","5 out of 10","3 out of 9","5 out of 10","0.031157","0.022418","0.030534","0.036414","0 out of 10","0 out of 9","0 out of 10"
"2021","030006",TUCSON MEDICAL CENTER,"5301 EAST GRANT ROAD",TUCSON,AZ,"85712",Pima,"0.860355","0.879714","0.854139","0.887599","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.933277","0.910442","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.863468","0.860510","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.839651","0.812360","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418","0.031269","0.017943","10 out of 10","9 out of 9","10 out of 10"
"2021","030007",VERDE VALLEY MEDICAL CENTER,"269 SOUTH CANDY LANE",COTTONWOOD,AZ,"86326",Yavapai,"0.860355","0.879714","0.869890","0.874213","7 out of 10","4 out of 9","7 out of 10","0.923253","0.938664","0.915160","0.901038","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.869386","0.877711","0 out of 10","2 out of 9","2 out of 10","0.836122","0.870506","0.818464","0.853012","5 out of 10","6 out of 9","6 out of 10","0.031157","0.022418","0.023568","0.024799","7 out of 10","0 out of 9","7 out of 10"
"2021","030010",ST. MARY'S HOSPITAL,"1601 WEST ST MARY'S ROAD",TUCSON,AZ,"85745",Pima,"0.860355","0.879714","0.866119","0.886531","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.886994","0.892365","0 out of 10","1 out of 9","1 out of 10","0.883803","0.906144","0.878191","0.880792","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.834965","0.863672","8 out of 10","8 out of 9","8 out of 10","0.031157","0.022418","0.037615","0.020869","10 out of 10","9 out of 9","10 out of 10"
"2021","030011",ST JOSEPH'S HOSPITAL,"350 NORTH WILMOT ROAD",TUCSON,AZ,"85711",Pima,"0.860355","0.879714","0.842810","0.868346","4 out of 10","6 out of 9","6 out of 10","0.923253","0.938664","0.871937","0.888164","0 out of 10","2 out of 9","2 out of 10","0.883803","0.906144","0.878943","0.886277","1 out of 10","2 out of 9","2 out of 10","0.836122","0.870506","0.818010","0.824819","0 out of 10","1 out of 9","1 out of 10","0.031157","0.022418","0.028345","0.025465","6 out of 10","4 out of 9","6 out of 10"
"2021","030012",YAVAPAI REGIONAL MEDICAL CENTER,"1003 WILLOW CREEK ROAD",PRESCOTT,AZ,"86301",Yavapai,"0.860355","0.879714","0.857848","0.882689","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.909009","0.897991","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.893602","0.892275","4 out of 10","0 out of 9","4 out of 10","0.836122","0.870506","0.806708","0.855979","6 out of 10","7 out of 9","7 out of 10","0.031157","0.022418","0.024447","0.030782","1 out of 10","0 out of 9","1 out of 10"
"2021","030013",YUMA REGIONAL MEDICAL CENTER,"2400 SOUTH AVENUE A",YUMA,AZ,"85364",Yuma,"0.860355","0.879714","0.871291","0.888398","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.917690","0.896885","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.869298","0.876784","0 out of 10","2 out of 9","2 out of 10","0.836122","0.870506","0.828625","0.830169","0 out of 10","0 out of 9","0 out of 10","0.031157","0.022418","0.032527","0.020274","10 out of 10","9 out of 9","10 out of 10"
"2021","030014",JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL,"250 EAST DUNLAP AVENUE",PHOENIX,AZ,"85020",Maricopa,"0.860355","0.879714","0.846359","0.877153","8 out of 10","9 out of 9","9 out of 10","0.923253","0.938664","0.924941","0.901803","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.878177","0.883641","0 out of 10","1 out of 9","1 out of 10","0.836122","0.870506","0.841614","0.875551","10 out of 10","9 out of 9","10 out of 10","0.031157","0.022418","0.033244","0.030666","1 out of 10","2 out of 9","2 out of 10"
"2021","030016",BANNER CASA GRANDE MEDICAL CENTER,"1800 EAST FLORENCE BOULEVARD",CASA GRANDE,AZ,"85122",Pinal,"0.860355","0.879714","0.851822","0.888976","10 out of 10","9 out of 9","10 out of 10","0.923253","0.938664","0.911289","0.903876","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.881054","0.875578","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.803723","0.821498","0 out of 10","2 out of 9","2 out of 10","0.031157","0.022418","0.036755","0.031415","0 out of 10","3 out of 9","3 out of 10"
"2021","030022",VALLEYWISE HEALTH MEDICAL CENTER,"2601 EAST ROOSEVELT STREET",PHOENIX,AZ,"85008",Maricopa,"0.860355","0.879714",Not Available,Not Available,Not Available,Not Available,Not Available,"0.923253","0.938664",Not Available,Not Available,Not Available,Not Available,Not Available,"0.883803","0.906144",Not Available,"0.897785","6 out of 10",Not Available,"6 out of 10","0.836122","0.870506","0.846130",Not Available,Not Available,Not Available,Not Available,"0.031157","0.022418",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","030023",FLAGSTAFF MEDICAL CENTER,"1200 NORTH BEAVER STREET",FLAGSTAFF,AZ,"86001",Coconino,"0.860355","0.879714","0.869893","0.853033","0 out of 10","0 out of 9","0 out of 10","0.923253","0.938664","0.922250","0.902927","0 out of 10","0 out of 9","0 out of 10","0.883803","0.906144","0.881194","0.876852","0 out of 10","0 out of 9","0 out of 10","0.836122","0.870506","0.848072","0.869948","9 out of 10","9 out of 9","9 out of 10","0.031157","0.022418","0.024552","0.024432","7 out of 10","0 out of 9","7 out of 10"
