"Facility Name","Facility ID","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
BIBB MEDICAL CENTER,010058,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
BIBB MEDICAL CENTER,010058,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
BIBB MEDICAL CENTER,010058,AL,READM-30-HF-HRRP,N/A,,0.9403,18.9727,20.1783,Too Few to Report,07/01/2016,06/30/2019
BIBB MEDICAL CENTER,010058,AL,READM-30-PN-HRRP,75,,1.0106,16.3615,16.1905,13,07/01/2016,06/30/2019
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-COPD-HRRP,75,,1.0821,20.1209,18.5939,22,07/01/2016,06/30/2019
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-HF-HRRP,N/A,,0.9534,22.5864,23.6894,Too Few to Report,07/01/2016,06/30/2019
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-PN-HRRP,81,,0.9869,18.4475,18.6922,14,07/01/2016,06/30/2019
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-COPD-HRRP,241,,0.9465,16.8633,17.8166,36,07/01/2016,06/30/2019
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-HF-HRRP,104,,0.9121,18.0826,19.8249,13,07/01/2016,06/30/2019
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-PN-HRRP,152,,0.9820,15.2876,15.5685,22,07/01/2016,06/30/2019
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-HIP-KNEE-HRRP,N/A,,1.2010,4.6544,3.8753,Too Few to Report,07/01/2016,06/30/2019
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-PN-HRRP,130,,0.9979,14.7258,14.7572,19,07/01/2016,06/30/2019
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-COPD-HRRP,79,,0.9847,18.1268,18.4087,13,07/01/2016,06/30/2019
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-HF-HRRP,N/A,,0.8854,18.8622,21.3047,Too Few to Report,07/01/2016,06/30/2019
RUSSELL MEDICAL CENTER,010065,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
RUSSELL MEDICAL CENTER,010065,AL,READM-30-HIP-KNEE-HRRP,N/A,,0.9680,4.0961,4.2313,Too Few to Report,07/01/2016,06/30/2019
RUSSELL MEDICAL CENTER,010065,AL,READM-30-HF-HRRP,233,,1.0380,22.1367,21.3268,54,07/01/2016,06/30/2019
RUSSELL MEDICAL CENTER,010065,AL,READM-30-PN-HRRP,235,,0.9935,15.9350,16.0393,37,07/01/2016,06/30/2019
RUSSELL MEDICAL CENTER,010065,AL,READM-30-COPD-HRRP,163,,0.9896,19.5784,19.7840,31,07/01/2016,06/30/2019
RUSSELL MEDICAL CENTER,010065,AL,READM-30-AMI-HRRP,N/A,,1.0315,17.0982,16.5766,Too Few to Report,07/01/2016,06/30/2019
MEDICAL CENTER BARBOUR,010069,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
MEDICAL CENTER BARBOUR,010069,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
MEDICAL CENTER BARBOUR,010069,AL,READM-30-PN-HRRP,102,,1.0534,15.1745,14.4048,19,07/01/2016,06/30/2019
MEDICAL CENTER BARBOUR,010069,AL,READM-30-HF-HRRP,69,,1.0170,21.6070,21.2453,16,07/01/2016,06/30/2019
MEDICAL CENTER BARBOUR,010069,AL,READM-30-COPD-HRRP,66,,1.0347,16.9271,16.3589,14,07/01/2016,06/30/2019
MEDICAL CENTER BARBOUR,010069,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
CLAY COUNTY HOSPITAL,010073,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
CLAY COUNTY HOSPITAL,010073,AL,READM-30-PN-HRRP,N/A,,0.9700,11.5396,11.8968,Too Few to Report,07/01/2016,06/30/2019
CLAY COUNTY HOSPITAL,010073,AL,READM-30-HF-HRRP,N/A,,0.9581,18.8101,19.6335,Too Few to Report,07/01/2016,06/30/2019
CLAY COUNTY HOSPITAL,010073,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
CLAY COUNTY HOSPITAL,010073,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
CLAY COUNTY HOSPITAL,010073,AL,READM-30-COPD-HRRP,N/A,,0.9642,15.3576,15.9276,Too Few to Report,07/01/2016,06/30/2019
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-PN-HRRP,432,,0.9557,15.5404,16.2609,64,07/01/2016,06/30/2019
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-CABG-HRRP,N/A,,1.1286,13.7227,12.1595,Too Few to Report,07/01/2016,06/30/2019
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-AMI-HRRP,352,,0.9491,15.6285,16.4669,52,07/01/2016,06/30/2019
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-HIP-KNEE-HRRP,311,,1.3095,5.1462,3.9300,21,07/01/2016,06/30/2019
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-COPD-HRRP,536,,1.0670,19.4727,18.2495,110,07/01/2016,06/30/2019
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-HF-HRRP,497,,1.0085,21.6190,21.4371,108,07/01/2016,06/30/2019
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-COPD-HRRP,218,,0.9424,16.5080,17.5165,31,07/01/2016,06/30/2019
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-HIP-KNEE-HRRP,N/A,,0.9543,4.0591,4.2536,Too Few to Report,07/01/2016,06/30/2019
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-HF-HRRP,199,,1.0977,23.0695,21.0168,52,07/01/2016,06/30/2019
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-PN-HRRP,239,,0.9263,14.2996,15.4376,29,07/01/2016,06/30/2019
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-HF-HRRP,333,,1.1672,25.9925,22.2692,97,07/01/2016,06/30/2019
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-PN-HRRP,419,,0.9837,15.3039,15.5575,63,07/01/2016,06/30/2019
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-AMI-HRRP,N/A,,0.9170,13.3468,14.5553,Too Few to Report,07/01/2016,06/30/2019
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-COPD-HRRP,282,,0.9784,18.7549,19.1691,51,07/01/2016,06/30/2019
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-HIP-KNEE-HRRP,247,,1.0460,4.1192,3.9382,11,07/01/2016,06/30/2019
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,010085,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,010085,AL,READM-30-PN-HRRP,647,,0.9379,15.5221,16.5498,96,07/01/2016,06/30/2019
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,010085,AL,READM-30-COPD-HRRP,519,,0.9973,18.1564,18.2057,94,07/01/2016,06/30/2019
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,010085,AL,READM-30-HIP-KNEE-HRRP,290,,1.3844,6.1573,4.4476,24,07/01/2016,06/30/2019
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,010085,AL,READM-30-AMI-HRRP,52,,1.0788,18.2824,16.9465,14,07/01/2016,06/30/2019
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,010085,AL,READM-30-HF-HRRP,558,,1.0099,22.4637,22.2427,126,07/01/2016,06/30/2019
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-HF-HRRP,N/A,,0.9574,18.6506,19.4811,Too Few to Report,07/01/2016,06/30/2019
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-COPD-HRRP,170,,0.9562,16.3289,17.0770,24,07/01/2016,06/30/2019
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-PN-HRRP,132,,0.9687,13.7328,14.1760,16,07/01/2016,06/30/2019
USA HEALTH UNIVERSITY HOSPITAL,010087,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
USA HEALTH UNIVERSITY HOSPITAL,010087,AL,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
USA HEALTH UNIVERSITY HOSPITAL,010087,AL,READM-30-COPD-HRRP,N/A,,1.0207,20.0390,19.6326,Too Few to Report,07/01/2016,06/30/2019
USA HEALTH UNIVERSITY HOSPITAL,010087,AL,READM-30-PN-HRRP,N/A,,0.9761,17.2846,17.7078,Too Few to Report,07/01/2016,06/30/2019
USA HEALTH UNIVERSITY HOSPITAL,010087,AL,READM-30-HF-HRRP,N/A,,1.0028,20.8866,20.8273,Too Few to Report,07/01/2016,06/30/2019
USA HEALTH UNIVERSITY HOSPITAL,010087,AL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-COPD-HRRP,281,,1.0440,18.9659,18.1662,57,07/01/2016,06/30/2019
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-HIP-KNEE-HRRP,N/A,,0.8673,3.9947,4.6059,Too Few to Report,07/01/2016,06/30/2019
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-HF-HRRP,200,,1.0001,21.9951,21.9918,44,07/01/2016,06/30/2019
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-PN-HRRP,254,,0.9773,15.1823,15.5348,37,07/01/2016,06/30/2019
PROVIDENCE HOSPITAL,010090,AL,READM-30-HIP-KNEE-HRRP,N/A,,0.8500,3.0347,3.5703,Too Few to Report,07/01/2016,06/30/2019
PROVIDENCE HOSPITAL,010090,AL,READM-30-AMI-HRRP,236,,1.0830,14.6354,13.5141,39,07/01/2016,06/30/2019
PROVIDENCE HOSPITAL,010090,AL,READM-30-PN-HRRP,508,,0.9512,14.2502,14.9820,69,07/01/2016,06/30/2019
PROVIDENCE HOSPITAL,010090,AL,READM-30-COPD-HRRP,378,,0.9644,18.5545,19.2389,67,07/01/2016,06/30/2019
PROVIDENCE HOSPITAL,010090,AL,READM-30-CABG-HRRP,133,,1.0660,13.9000,13.0396,20,07/01/2016,06/30/2019
PROVIDENCE HOSPITAL,010090,AL,READM-30-HF-HRRP,573,,0.8670,17.9790,20.7359,94,07/01/2016,06/30/2019
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-COPD-HRRP,N/A,,0.9877,14.2680,14.4454,Too Few to Report,07/01/2016,06/30/2019
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-PN-HRRP,N/A,,0.9418,12.9839,13.7866,Too Few to Report,07/01/2016,06/30/2019
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-HF-HRRP,N/A,,1.0214,17.6316,17.2624,Too Few to Report,07/01/2016,06/30/2019
D C H REGIONAL MEDICAL CENTER,010092,AL,READM-30-PN-HRRP,1175,,0.9950,16.9659,17.0512,199,07/01/2016,06/30/2019
D C H REGIONAL MEDICAL CENTER,010092,AL,READM-30-CABG-HRRP,N/A,,0.8746,10.7282,12.2662,Too Few to Report,07/01/2016,06/30/2019
D C H REGIONAL MEDICAL CENTER,010092,AL,READM-30-HF-HRRP,1053,,1.0750,24.4214,22.7176,262,07/01/2016,06/30/2019
D C H REGIONAL MEDICAL CENTER,010092,AL,READM-30-COPD-HRRP,972,,0.9413,19.3725,20.5806,183,07/01/2016,06/30/2019
D C H REGIONAL MEDICAL CENTER,010092,AL,READM-30-HIP-KNEE-HRRP,699,,1.2086,5.0764,4.2003,39,07/01/2016,06/30/2019
D C H REGIONAL MEDICAL CENTER,010092,AL,READM-30-AMI-HRRP,425,,1.0406,16.6359,15.9872,73,07/01/2016,06/30/2019
HALE COUNTY HOSPITAL,010095,AL,READM-30-COPD-HRRP,N/A,,0.9775,19.2352,19.6780,Too Few to Report,07/01/2016,06/30/2019
HALE COUNTY HOSPITAL,010095,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
HALE COUNTY HOSPITAL,010095,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
HALE COUNTY HOSPITAL,010095,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
HALE COUNTY HOSPITAL,010095,AL,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
HALE COUNTY HOSPITAL,010095,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-COPD-HRRP,N/A,,0.9922,16.6567,16.7875,Too Few to Report,07/01/2016,06/30/2019
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-PN-HRRP,N/A,,0.9562,13.0818,13.6807,Too Few to Report,07/01/2016,06/30/2019
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-AMI-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-COPD-HRRP,N/A,,0.9597,14.8948,15.5204,Too Few to Report,07/01/2016,06/30/2019
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-PN-HRRP,157,,1.0076,13.6952,13.5925,22,07/01/2016,06/30/2019
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-HF-HRRP,96,,1.0351,19.6099,18.9456,21,07/01/2016,06/30/2019
THOMAS HOSPITAL,010100,AL,READM-30-AMI-HRRP,226,,1.0455,15.2568,14.5922,37,07/01/2016,06/30/2019
THOMAS HOSPITAL,010100,AL,READM-30-CABG-HRRP,198,,1.1193,14.3132,12.7878,31,07/01/2016,06/30/2019
THOMAS HOSPITAL,010100,AL,READM-30-COPD-HRRP,160,,0.9679,18.6443,19.2635,27,07/01/2016,06/30/2019
THOMAS HOSPITAL,010100,AL,READM-30-HF-HRRP,341,,0.9408,20.5124,21.8042,66,07/01/2016,06/30/2019
THOMAS HOSPITAL,010100,AL,READM-30-HIP-KNEE-HRRP,530,,1.0158,4.0962,4.0323,22,07/01/2016,06/30/2019
THOMAS HOSPITAL,010100,AL,READM-30-PN-HRRP,406,,0.9415,15.3036,16.2537,58,07/01/2016,06/30/2019
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-COPD-HRRP,75,,0.9751,17.5327,17.9809,11,07/01/2016,06/30/2019
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-PN-HRRP,83,,1.0454,16.7495,16.0216,17,07/01/2016,06/30/2019
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-HF-HRRP,97,,0.9786,19.9770,20.4135,18,07/01/2016,06/30/2019
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
J PAUL JONES HOSPITAL,010102,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
J PAUL JONES HOSPITAL,010102,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
J PAUL JONES HOSPITAL,010102,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
J PAUL JONES HOSPITAL,010102,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
J PAUL JONES HOSPITAL,010102,AL,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
J PAUL JONES HOSPITAL,010102,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-AMI-HRRP,229,,0.9786,14.9471,15.2741,33,07/01/2016,06/30/2019
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-CABG-HRRP,137,,1.0831,13.2355,12.2202,20,07/01/2016,06/30/2019
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-COPD-HRRP,231,,0.9992,19.5109,19.5266,45,07/01/2016,06/30/2019
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-HF-HRRP,389,,1.0629,23.8874,22.4728,97,07/01/2016,06/30/2019
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-HIP-KNEE-HRRP,N/A,,0.9487,4.1756,4.4016,Too Few to Report,07/01/2016,06/30/2019
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-PN-HRRP,266,,1.0434,19.1582,18.3609,54,07/01/2016,06/30/2019
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-HIP-KNEE-HRRP,804,,1.4544,5.8459,4.0195,54,07/01/2016,06/30/2019
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-AMI-HRRP,298,,1.0379,16.3950,15.7961,51,07/01/2016,06/30/2019
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-PN-HRRP,490,,1.0755,18.3369,17.0493,95,07/01/2016,06/30/2019
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-COPD-HRRP,267,,1.0355,21.2942,20.5648,60,07/01/2016,06/30/2019
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-CABG-HRRP,126,,1.0560,13.2754,12.5712,18,07/01/2016,06/30/2019
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-HF-HRRP,606,,0.9688,21.4654,22.1571,128,07/01/2016,06/30/2019
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-COPD-HRRP,255,,0.9747,19.3159,19.8173,47,07/01/2016,06/30/2019
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-HF-HRRP,208,,0.9721,21.5667,22.1862,43,07/01/2016,06/30/2019
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-PN-HRRP,259,,1.0110,16.6960,16.5151,44,07/01/2016,06/30/2019
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
PICKENS COUNTY MEDICAL CENTER,010109,AL,READM-30-COPD-HRRP,N/A,,0.9979,16.7088,16.7440,Too Few to Report,07/01/2016,06/30/2019
PICKENS COUNTY MEDICAL CENTER,010109,AL,READM-30-PN-HRRP,N/A,,0.9615,13.7687,14.3193,Too Few to Report,07/01/2016,06/30/2019
PICKENS COUNTY MEDICAL CENTER,010109,AL,READM-30-HF-HRRP,N/A,,1.0166,19.0458,18.7344,Too Few to Report,07/01/2016,06/30/2019
PICKENS COUNTY MEDICAL CENTER,010109,AL,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
PICKENS COUNTY MEDICAL CENTER,010109,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
PICKENS COUNTY MEDICAL CENTER,010109,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-COPD-HRRP,N/A,,0.9717,17.0257,17.5210,Too Few to Report,07/01/2016,06/30/2019
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
WHITFIELD REGIONAL HOSPITAL,010112,AL,READM-30-HF-HRRP,56,,1.0231,18.8631,18.4378,12,07/01/2016,06/30/2019
WHITFIELD REGIONAL HOSPITAL,010112,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
WHITFIELD REGIONAL HOSPITAL,010112,AL,READM-30-COPD-HRRP,N/A,,0.9595,14.9490,15.5797,Too Few to Report,07/01/2016,06/30/2019
WHITFIELD REGIONAL HOSPITAL,010112,AL,READM-30-PN-HRRP,N/A,,0.9600,13.6990,14.2701,Too Few to Report,07/01/2016,06/30/2019
WHITFIELD REGIONAL HOSPITAL,010112,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
WHITFIELD REGIONAL HOSPITAL,010112,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-CABG-HRRP,103,,1.2123,14.9682,12.3468,20,07/01/2016,06/30/2019
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-COPD-HRRP,468,,1.0581,21.1539,19.9926,104,07/01/2016,06/30/2019
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-AMI-HRRP,227,,1.0425,16.1263,15.4689,39,07/01/2016,06/30/2019
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-PN-HRRP,683,,1.0305,17.4063,16.8916,121,07/01/2016,06/30/2019
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-HF-HRRP,711,,1.0701,22.5853,21.1062,165,07/01/2016,06/30/2019
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-HIP-KNEE-HRRP,574,,0.8813,3.3646,3.8177,17,07/01/2016,06/30/2019
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",010114,AL,READM-30-COPD-HRRP,168,,0.9482,18.2144,19.2091,26,07/01/2016,06/30/2019
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",010114,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2016,06/30/2019
